Date,Open,High,Low,Close,Adj Close,Volume
2021-04-13,2600.000000,2626.000000,2564.300049,2570.699951,2570.699951,1200230
2021-04-15,2590.000000,2593.550049,2537.000000,2587.699951,2587.699951,1209829
2021-04-16,2587.600098,2693.500000,2581.699951,2663.699951,2663.699951,2760777
2021-04-19,2650.000000,2650.000000,2566.850098,2571.899902,2571.899902,1552036
2021-04-20,2600.000000,2604.699951,2528.800049,2553.649902,2553.649902,1489287
2021-04-22,2555.649902,2557.000000,2488.000000,2511.250000,2511.250000,1690758
2021-04-23,2527.100098,2565.000000,2496.199951,2517.949951,2517.949951,1614593
2021-04-26,2530.000000,2575.000000,2530.000000,2557.899902,2557.899902,1103980
2021-04-27,2545.000000,2579.899902,2534.000000,2574.350098,2574.350098,866331
2021-04-28,2588.000000,2620.250000,2575.000000,2614.550049,2614.550049,1065561
2021-04-29,2630.000000,2642.000000,2570.000000,2613.449951,2613.449951,1295346
2021-04-30,2595.000000,2605.800049,2524.050049,2536.399902,2536.399902,1384907
